,index,md5hash,fitzpatrick,label,nine_partition_label,three_partition_label,qc,url,url_alphanum,low,mid,high,hasher,image_path
11067,11068,d94908c34e1ae46ff12e1a87accfd529,2,basal cell carcinoma morpheiform,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma_morpheiform/basal_cell_carcinoma_morpheiform59.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasalcellcarcinomamorpheiformbasalcellcarcinomamorpheiform59jpg.jpg,9,7,1,d94908c34e1ae46ff12e1a87accfd529,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma_morpheiform/basal_cell_carcinoma_morpheiform59.jpg
6200,6201,bb4fecc4701823a02f9c06f58e0da001,6,lichen simplex,inflammatory,non-neoplastic,,,httpwwwdermaamincomsiteimagesclinicalpicLLichensimplexchronicusLichensimplexchronicus32jpg.jpg,49,4,2,bb4fecc4701823a02f9c06f58e0da001,
5165,5166,bfa71d17f72d3f67f7f850a1c2b8393b,2,tungiasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/t/tungiasis/tungiasis63.jpg,httpwwwdermaamincomsiteimagesclinicalpicttungiasistungiasis63jpg.jpg,108,4,2,bfa71d17f72d3f67f7f850a1c2b8393b,https://www.dermaamin.com/site/images/clinical-pic/t/tungiasis/tungiasis63.jpg
8053,8054,9ac3d32fafe100c70c5adb46ded5ed19,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa11.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisinversapsoriasisinversa11jpg.jpg,86,4,2,9ac3d32fafe100c70c5adb46ded5ed19,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa11.jpg
10767,10768,46e2a6e59ff63322f76b846d237f4988,3,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/grovers_disease_transient_acantholytic_dermatosis/grovers_disease_transient_acantholytic_dermatosis8.jpg,httpwwwdermaamincomsiteimagesclinicalpicggroversdiseasetransientacantholyticdermatosisgroversdiseasetransientacantholyticdermatosis8jpg.jpg,6,4,2,46e2a6e59ff63322f76b846d237f4988,https://www.dermaamin.com/site/images/clinical-pic/g/grovers_disease_transient_acantholytic_dermatosis/grovers_disease_transient_acantholytic_dermatosis8.jpg
10667,10668,d8194545dff1a3a3950e607c29c64894,5,vitiligo,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo_after_henna_use/vitiligo_after_henna_use1.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligoafterhennausevitiligoafterhennause1jpg.jpg,111,4,2,d8194545dff1a3a3950e607c29c64894,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo_after_henna_use/vitiligo_after_henna_use1.jpg
7533,7534,4de00b6c7214b5f74d8411fb3d523c0b,2,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris310.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris310jpg.jpg,2,4,2,4de00b6c7214b5f74d8411fb3d523c0b,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris310.jpg
2901,2902,8176bf84e275acc79eb33fbf790277fe,3,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa5.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisinversapsoriasisinversa5jpg.jpg,86,4,2,8176bf84e275acc79eb33fbf790277fe,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa5.jpg
8609,8610,5a72c231cf08741ece2f56326b45d0ab,1,neutrophilic dermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome35.jpg,httpwwwdermaamincomsiteimagesclinicalpicssweetsyndromesweetsyndrome35jpg.jpg,68,4,2,5a72c231cf08741ece2f56326b45d0ab,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome35.jpg
8081,8082,c96ec85d37819cf557509e4406fb7d42,6,xeroderma pigmentosum,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum26.jpg,httpwwwdermaamincomsiteimagesclinicalpicXxerodermapigmentosumxerodermapigmentosum26jpg.jpg,113,3,2,c96ec85d37819cf557509e4406fb7d42,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum26.jpg
5103,5104,f5d4119aa4334fce797396a081e0686d,2,actinic keratosis,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/e/elastosis/elastosis6.jpg,httpwwwdermaamincomsiteimagesclinicalpiceelastosiselastosis6jpg.jpg,5,7,1,f5d4119aa4334fce797396a081e0686d,https://www.dermaamin.com/site/images/clinical-pic/e/elastosis/elastosis6.jpg
2698,2699,de48406f93fbb82e129542c2fd41741a,1,rosacea,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/r/rosacea/rosacea72.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrosacearosacea72jpg.jpg,90,4,2,de48406f93fbb82e129542c2fd41741a,https://www.dermaamin.com/site/images/clinical-pic/r/rosacea/rosacea72.jpg
9953,9954,667d488a45b9f15ef02a17efad52de11,4,eczema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema83.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeczemaeczema83jpg.jpg,22,4,2,667d488a45b9f15ef02a17efad52de11,https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema83.jpg
9013,9014,d1d33e633bf2986b12e83669d03b73c3,1,rhinophyma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma70.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrhinophymarhinophyma70jpg.jpg,89,4,2,d1d33e633bf2986b12e83669d03b73c3,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma70.jpg
10592,10593,a58381fbfe4010af2454ee9d830e33ca,4,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis2.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosissarcoidosis2jpg.jpg,91,4,2,a58381fbfe4010af2454ee9d830e33ca,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis2.jpg
11662,11663,feafd5df96635a532f3c2bf80dd94d2f,3,porphyria,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pseudoporphyria/pseudoporphyria10.jpg,httpwwwdermaamincomsiteimagesclinicalpicppseudoporphyriapseudoporphyria10jpg.jpg,83,4,2,feafd5df96635a532f3c2bf80dd94d2f,https://www.dermaamin.com/site/images/clinical-pic/p/pseudoporphyria/pseudoporphyria10.jpg
16085,14689,26ad865bcdc627dfa0dc2e419252a0ed,2,melanoma,malignant melanoma,malignant,,http://atlasdermatologico.com.br/img?imageId=4312,httpwwwatlasdermatologicocombrimgimageId4312.jpg,56,8,1,26ad865bcdc627dfa0dc2e419252a0ed,http://atlasdermatologico.com.br/img?imageId=4312
10254,10255,a5d06b76bd65fc6c6d60e5c1f5c36a10,3,scleroderma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/m/morphea/morphea29.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmorpheamorphea29jpg.jpg,93,4,2,a5d06b76bd65fc6c6d60e5c1f5c36a10,https://www.dermaamin.com/site/images/clinical-pic/m/morphea/morphea29.jpg
8321,8322,720f19f60f669564baa7fde4b8e06f9e,-1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma2.jpg,httpwwwdermaamincomsiteimagesclinicalpicssquamouscellcarcinomasquamouscellcarcinoma2jpg.jpg,98,7,1,720f19f60f669564baa7fde4b8e06f9e,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma2.jpg
9380,9381,8ba5189cc891891e6f1b4d5f4f9bc1e1,5,dermatofibroma,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma61.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma61jpg.jpg,16,0,0,8ba5189cc891891e6f1b4d5f4f9bc1e1,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma61.jpg
2941,2942,083bed9f9c92ef0c0778c59b8df17e29,4,xeroderma pigmentosum,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum52.jpg,httpwwwdermaamincomsiteimagesclinicalpicXxerodermapigmentosumxerodermapigmentosum52jpg.jpg,113,3,2,083bed9f9c92ef0c0778c59b8df17e29,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum52.jpg
16250,15304,0066264501f73b1db09b3e2aa4dac0a0,6,pityriasis rosea,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5591,httpwwwatlasdermatologicocombrimgimageId5591.jpg,79,4,2,0066264501f73b1db09b3e2aa4dac0a0,http://atlasdermatologico.com.br/img?imageId=5591
10552,10553,2cc78a4d5cd4efa22c1442c6b601b3ff,2,tick bite,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/t/tick-bite/tick-bite25.jpg,httpwwwdermaamincomsiteimagesclinicalpicttickbitetickbite25jpg.jpg,106,4,2,2cc78a4d5cd4efa22c1442c6b601b3ff,https://www.dermaamin.com/site/images/clinical-pic/t/tick-bite/tick-bite25.jpg
5706,5707,acb264b31d70f98301b812a134879bbf,4,basal cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma71.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasalcellcarcinomabasalcellcarcinoma71jpg.jpg,8,7,1,acb264b31d70f98301b812a134879bbf,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma71.jpg
10791,10792,d7cf3a5d27efe572f8078465a533666f,5,keratosis pilaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis-pilaris/keratosis-pilaris65.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratosispilariskeratosispilaris65jpg.jpg,44,4,2,d7cf3a5d27efe572f8078465a533666f,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis-pilaris/keratosis-pilaris65.jpg
3220,3221,b29387fe37d359b8bcf33bcf2a219614,6,pityriasis rubra pilaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris67.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisrubrapilarispityriasisrubrapilaris67jpg.jpg,80,4,2,b29387fe37d359b8bcf33bcf2a219614,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris67.jpg
13751,4562,3831ffe6fbde63ef96ac2ad7c682e85a,3,dermatomyositis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1454,httpwwwatlasdermatologicocombrimgimageId1454.jpg,17,4,2,3831ffe6fbde63ef96ac2ad7c682e85a,http://atlasdermatologico.com.br/img?imageId=1454
10901,10902,3e1a58935a4a47ac287ba3a04172ed53,2,scleroderma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema6.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscleredemascleredema6jpg.jpg,93,4,2,3e1a58935a4a47ac287ba3a04172ed53,https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema6.jpg
203,203,b0a513787e3c28076c3c197342be5ffa,3,lentigo maligna,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna50.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna50jpg.jpg,46,8,1,b0a513787e3c28076c3c197342be5ffa,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna50.jpg
11648,11649,e48d91bb0d6ce9221b89b9662fce4473,1,basal cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/c/carcinoma_basal_cell/carcinoma_basal_cell9.jpg,httpwwwdermaamincomsiteimagesclinicalpicccarcinomabasalcellcarcinomabasalcell9jpg.jpg,8,7,1,e48d91bb0d6ce9221b89b9662fce4473,https://www.dermaamin.com/site/images/clinical-pic/c/carcinoma_basal_cell/carcinoma_basal_cell9.jpg
6194,6195,8937ba67da53437aae5bc64c3a7964b5,3,incontinentia pigmenti,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti57.jpg,httpwwwdermaamincomsiteimagesclinicalpicIincontinentiapigmentiincontinentiapigmenti57jpg.jpg,40,3,2,8937ba67da53437aae5bc64c3a7964b5,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti57.jpg
16005,14269,4304199921ec391c01cbd147cc2e59a8,2,prurigo nodularis,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=6094,httpwwwatlasdermatologicocombrimgimageId6094.jpg,85,1,0,4304199921ec391c01cbd147cc2e59a8,http://atlasdermatologico.com.br/img?imageId=6094
1883,1883,dd79620a891174b308e5b8187deceb38,5,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus/lupus_erythematosus61.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupuserythematosuslupuserythematosus61jpg.jpg,51,4,2,dd79620a891174b308e5b8187deceb38,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus/lupus_erythematosus61.jpg
10628,10629,ea090fb2cbc3949508970863f83a4771,5,vitiligo,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo76.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo76jpg.jpg,111,4,2,ea090fb2cbc3949508970863f83a4771,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo76.jpg
13363,2904,96dab35ecbd75361da133d4d59b7c3a8,4,pityriasis rosea,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5557,httpwwwatlasdermatologicocombrimgimageId5557.jpg,79,4,2,96dab35ecbd75361da133d4d59b7c3a8,http://atlasdermatologico.com.br/img?imageId=5557
3488,3489,e052681f9ae01aa8be18a33f2a81fdd5,2,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma77.jpg,httpwwwdermaamincomsiteimagesclinicalpicssquamouscellcarcinomasquamouscellcarcinoma77jpg.jpg,98,7,1,e052681f9ae01aa8be18a33f2a81fdd5,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma77.jpg
14841,9261,32be027fdf439daaf80ea59653d9fb06,1,aplasia cutis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8963,httpwwwatlasdermatologicocombrimgimageId8963.jpg,7,4,2,32be027fdf439daaf80ea59653d9fb06,http://atlasdermatologico.com.br/img?imageId=8963
8544,8545,a4ccb4205a5b4da52caca600ca3433f0,1,mucous cyst,benign dermal,benign,1 Diagnostic,https://www.dermaamin.com/site/images/clinical-pic/m/mucous-cyst/mucous-cyst5.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmucouscystmucouscyst5jpg.jpg,59,0,0,a4ccb4205a5b4da52caca600ca3433f0,https://www.dermaamin.com/site/images/clinical-pic/m/mucous-cyst/mucous-cyst5.jpg
2686,2687,21a71e71e4b416ae67ec67e0e3b44c50,4,erythema elevatum diutinum,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_elevatum_diutinum/erythema_elevatum_diutinum17.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemaelevatumdiutinumerythemaelevatumdiutinum17jpg.jpg,27,4,2,21a71e71e4b416ae67ec67e0e3b44c50,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_elevatum_diutinum/erythema_elevatum_diutinum17.jpg
1913,1913,ed63841d4d6bde67642d44d8b8528900,1,scleroderma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/m/morphea-linear/morphea-linear5.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmorphealinearmorphealinear5jpg.jpg,93,4,2,ed63841d4d6bde67642d44d8b8528900,https://www.dermaamin.com/site/images/clinical-pic/m/morphea-linear/morphea-linear5.jpg
15269,11178,8b53820171cc4ef6e17c56ec23c44e57,3,lupus subacute,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2766,httpwwwatlasdermatologicocombrimgimageId2766.jpg,52,4,2,8b53820171cc4ef6e17c56ec23c44e57,http://atlasdermatologico.com.br/img?imageId=2766
8406,8407,350b8f1ae991cc465d0e15c8dada54f9,2,lichen amyloidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen-amyloidosis/lichen-amyloidosis49.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenamyloidosislichenamyloidosis49jpg.jpg,47,4,2,350b8f1ae991cc465d0e15c8dada54f9,https://www.dermaamin.com/site/images/clinical-pic/L/lichen-amyloidosis/lichen-amyloidosis49.jpg
1258,1258,82dbce81d5f78b95d0d76841dec78948,2,langerhans cell histiocytosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/langerhans-cell-histiocytosis/langerhans-cell-histiocytosis14.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlangerhanscellhistiocytosislangerhanscellhistiocytosis14jpg.jpg,45,4,2,82dbce81d5f78b95d0d76841dec78948,https://www.dermaamin.com/site/images/clinical-pic/L/langerhans-cell-histiocytosis/langerhans-cell-histiocytosis14.jpg
4823,4824,7cadfa5af0ac596f76ab9fb727a8342a,3,granuloma pyogenic,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_pyogenicum/granuloma_pyogenicum2.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomapyogenicumgranulomapyogenicum2jpg.jpg,35,0,0,7cadfa5af0ac596f76ab9fb727a8342a,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_pyogenicum/granuloma_pyogenicum2.jpg
3903,3904,1b747fec243ed60beede1fe817ba7c94,3,keratosis pilaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis-pilaris/keratosis-pilaris62.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratosispilariskeratosispilaris62jpg.jpg,44,4,2,1b747fec243ed60beede1fe817ba7c94,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis-pilaris/keratosis-pilaris62.jpg
75,75,81c007db8cc1bc57cb08bcc00dda653b,2,superficial spreading melanoma ssm,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma112.jpg,httpwwwdermaamincomsiteimagesclinicalpicssuperfacialspreadingmelanomasuperfacialspreadingmelanoma112jpg.jpg,103,8,1,81c007db8cc1bc57cb08bcc00dda653b,https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma112.jpg
12586,12589,615427deeca15577fa760a57634cd83c,-1,scleroderma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema39.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscleredemascleredema39jpg.jpg,93,4,2,615427deeca15577fa760a57634cd83c,https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema39.jpg
13042,1551,e0895cf37c715e07d1c150caed19c9b6,3,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5673,httpwwwatlasdermatologicocombrimgimageId5673.jpg,80,4,2,e0895cf37c715e07d1c150caed19c9b6,http://atlasdermatologico.com.br/img?imageId=5673
16336,15651,f3bcd092e83d006da385108d53b90961,4,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3244,httpwwwatlasdermatologicocombrimgimageId3244.jpg,64,4,2,f3bcd092e83d006da385108d53b90961,http://atlasdermatologico.com.br/img?imageId=3244
6774,6775,1e5066d9aa2063760e8378f311aef2a8,3,factitial dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/f/factitial_dermatitis/factitial_dermatitis37.jpg,httpwwwdermaamincomsiteimagesclinicalpicffactitialdermatitisfactitialdermatitis37jpg.jpg,30,4,2,1e5066d9aa2063760e8378f311aef2a8,https://www.dermaamin.com/site/images/clinical-pic/f/factitial_dermatitis/factitial_dermatitis37.jpg
11680,11681,ff4e3f0f9de132366d95d594c6ee8769,1,halo nevus,benign melanocyte,benign,,https://www.dermaamin.com/site/images/clinical-pic/h/halo_naevus/halo_naevus26.jpg,httpwwwdermaamincomsiteimagesclinicalpichhalonaevushalonaevus26jpg.jpg,37,2,0,ff4e3f0f9de132366d95d594c6ee8769,https://www.dermaamin.com/site/images/clinical-pic/h/halo_naevus/halo_naevus26.jpg
42,42,9fbbb6fad5bdbf9476be1ec573a49ff5,5,erythema multiforme,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme11.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemamultiformeerythemamultiforme11jpg.jpg,28,4,2,9fbbb6fad5bdbf9476be1ec573a49ff5,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme11.jpg
13269,2489,22ce4488ceb0de4c4b13863be1c2f81f,3,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3218,httpwwwatlasdermatologicocombrimgimageId3218.jpg,64,4,2,22ce4488ceb0de4c4b13863be1c2f81f,http://atlasdermatologico.com.br/img?imageId=3218
300,300,27205d913454aab62cde8b6456050155,3,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_chronic_plaque/psoriasis_chronic_plaque27.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasischronicplaquepsoriasischronicplaque27jpg.jpg,86,4,2,27205d913454aab62cde8b6456050155,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_chronic_plaque/psoriasis_chronic_plaque27.jpg
9861,9862,087e8f652c5281cde215a44f1d1df95d,2,folliculitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pseudomonas_folliculitis/pseudomonas_folliculitis7.jpg,httpwwwdermaamincomsiteimagesclinicalpicppseudomonasfolliculitispseudomonasfolliculitis7jpg.jpg,32,4,2,087e8f652c5281cde215a44f1d1df95d,https://www.dermaamin.com/site/images/clinical-pic/p/pseudomonas_folliculitis/pseudomonas_folliculitis7.jpg
11872,11873,a1e5cc2455cd12b22bd26930958a8617,5,calcinosis cutis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/c/calcinosis_cutis/calcinosis_cutis49.jpg,httpwwwdermaamincomsiteimagesclinicalpicccalcinosiscutiscalcinosiscutis49jpg.jpg,12,4,2,a1e5cc2455cd12b22bd26930958a8617,https://www.dermaamin.com/site/images/clinical-pic/c/calcinosis_cutis/calcinosis_cutis49.jpg
5139,5140,89c43975b1f8f3189e136c6eaf9a0ee4,2,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris214.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris214jpg.jpg,2,4,2,89c43975b1f8f3189e136c6eaf9a0ee4,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris214.jpg
11003,11004,3004e5b536a87aab3a6ed41b7a977e21,2,erythema annulare centrifigum,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum45.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemaannularecentrifugumerythemaannularecentrifugum45jpg.jpg,26,4,2,3004e5b536a87aab3a6ed41b7a977e21,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum45.jpg
3213,3214,0fd38d192cc37508353c40789ed0ad6d,3,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatitis_solaris/dermatitis_solaris9.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatitissolarisdermatitissolaris9jpg.jpg,48,4,2,0fd38d192cc37508353c40789ed0ad6d,https://www.dermaamin.com/site/images/clinical-pic/d/dermatitis_solaris/dermatitis_solaris9.jpg
2812,2813,cc4b41949b9c7e358a7c483d6f0fc0b1,1,neutrophilic dermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome51.jpg,httpwwwdermaamincomsiteimagesclinicalpicssweetsyndromesweetsyndrome51jpg.jpg,68,4,2,cc4b41949b9c7e358a7c483d6f0fc0b1,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome51.jpg
14090,6118,c7a0296cf08ef42c7e5684a84c783a5d,2,photodermatoses,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8843,httpwwwatlasdermatologicocombrimgimageId8843.jpg,75,4,2,c7a0296cf08ef42c7e5684a84c783a5d,http://atlasdermatologico.com.br/img?imageId=8843
964,964,2920dea2710b38ffe63d9df9564a830f,3,nematode infection,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans34.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlarvamigranslarvamigrans34jpg.jpg,64,4,2,2920dea2710b38ffe63d9df9564a830f,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans34.jpg
10573,10574,8f041f0c2b70db0daeb0ea0ebf119e26,2,mucinosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/f/follicular-mucinosis/follicular-mucinosis12.jpg,httpwwwdermaamincomsiteimagesclinicalpicffollicularmucinosisfollicularmucinosis12jpg.jpg,58,4,2,8f041f0c2b70db0daeb0ea0ebf119e26,https://www.dermaamin.com/site/images/clinical-pic/f/follicular-mucinosis/follicular-mucinosis12.jpg
